date,time,DOY,ALB_1_1_1,CHK__1_1_1,DAQM_T_1_1_1,VIN_1_1_1,DRM_POWER_STATUS_1_1_1,DRM_V_BATTERY_1_1_1,DRM_V_MAIN_1_1_1,LWIN_1_1_1,LWOUT_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SWIN_1_1_1,SWOUT_1_1_1,TA_1_1_1,TNR_C_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1
2024-01-01,06:00,1.2499,2.87535,98.5333,26.5227,12.2415,15.0000,12.4642,25.5029,398.497,425.899,1.38339,0.00000,94.2532,-29.0408,-4.57880,-3.44640,-9.13209,0.358000,-9999,-9999,-0.635403,1.00369,295.193,21.5040,298.750,-9999,-9999
2024-01-01,06:30,1.2707,0.352205,137.833,26.2786,12.2414,15.0000,12.4647,25.5193,392.919,423.358,30.5715,0.00000,94.2882,-20.1061,-4.68310,-3.69142,-9.55458,0.358000,-9999,-9999,14.2277,3.89444,294.847,21.0997,298.750,-9999,-9999
2024-01-01,07:00,1.2916,0.215220,131.967,26.2544,12.2418,15.0000,12.4650,25.6658,384.464,426.949,109.212,0.00000,96.2259,-1.70468,-4.92592,-4.13889,-10.1091,0.352000,-9999,-9999,51.8104,11.0306,295.003,21.4668,298.750,-9999,-9999
2024-01-01,07:30,1.3124,0.207501,151.967,26.8313,12.2416,15.0000,12.4642,25.8998,409.090,435.072,163.737,0.00000,93.3442,45.1282,-5.20125,-4.21116,-9.65265,0.349000,-9999,-9999,89.8656,18.7553,296.039,22.7723,298.750,-9999,-9999
2024-01-01,08:00,1.3332,0.226605,128.833,28.5622,12.2418,15.0000,12.4620,26.7178,418.365,447.568,470.924,0.00000,83.1614,173.322,-5.15422,-3.70918,-7.93492,0.348767,-9999,-9999,262.400,59.8757,297.955,25.9361,298.750,-9999,-9999
2024-01-01,08:30,1.3541,0.212020,110.033,31.9825,12.2415,15.0000,12.4608,27.3997,401.291,461.683,770.828,0.00000,69.1948,255.383,-4.54012,-2.67578,-4.98789,0.347500,-9999,-9999,400.681,84.9065,300.751,30.5051,298.750,-9999,-9999
2024-01-01,09:00,1.3749,0.189063,133.433,35.0841,12.2419,15.0000,12.4605,28.0195,415.169,470.232,869.174,0.00000,71.7758,317.529,-3.43583,-1.42239,-1.17636,0.347067,-9999,-9999,461.884,89.2917,300.641,31.6526,298.750,-9999,-9999
2024-01-01,09:30,1.3957,0.193428,134.800,35.9636,12.2418,15.0000,12.4651,28.1212,415.024,476.706,1113.36,0.00000,70.9466,420.273,-2.08635,0.962390E-01,3.55114,0.347433,-9999,-9999,599.102,117.147,301.098,31.2806,298.750,-9999,-9999
2024-01-01,10:00,1.4166,0.189549,143.667,36.5086,12.2419,15.0000,12.4666,28.0813,426.885,481.054,1150.47,0.00000,66.0086,452.430,-0.517272,1.89551,8.38155,0.347767,-9999,-9999,626.738,120.138,301.938,32.0457,298.750,-9999,-9999
2024-01-01,10:30,1.4374,0.191268,121.167,36.0411,12.2419,15.0000,12.4689,28.0433,434.201,473.882,881.867,0.00000,66.0554,347.902,0.892415,3.45062,11.2221,0.348000,-9999,-9999,480.484,92.9023,301.629,30.8194,298.770,-9999,-9999
2024-01-01,11:00,1.4582,0.185348,121.333,35.8216,12.2420,15.0000,12.4711,28.0532,428.488,481.066,1238.08,0.00000,63.7776,508.469,1.68973,4.46038,11.3348,0.346800,-9999,-9999,690.482,129.436,301.969,31.4424,299.030,-9999,-9999
2024-01-01,11:30,1.4790,0.188872,102.900,35.8823,12.2419,15.0000,12.4722,28.0290,438.923,480.270,1125.90,0.00000,64.8856,453.221,2.20783,5.63266,12.5773,0.346000,-9999,-9999,609.107,117.765,301.947,31.3043,299.050,-9999,-9999
2024-01-01,12:00,1.4999,0.183276,128.400,35.8927,12.2420,15.0000,12.4723,27.9978,435.314,482.623,1163.97,0.00000,64.6348,459.921,2.66708,6.64466,13.0285,0.346000,-9999,-9999,620.696,116.876,302.201,31.7208,299.050,-9999,-9999
2024-01-01,12:30,1.5207,0.182795,110.233,35.8370,12.2421,15.0000,12.4737,27.9981,430.001,481.900,1197.60,0.00000,63.3257,484.418,3.04861,7.64644,13.2775,0.344733,-9999,-9999,656.804,120.487,302.196,31.5049,299.050,-9999,-9999
2024-01-01,13:00,1.5415,0.186721,97.2333,35.9300,12.2422,15.0000,12.4741,27.9960,440.928,478.736,827.641,0.00000,64.2832,331.051,3.28045,8.31669,12.8003,0.344000,-9999,-9999,452.738,83.8799,302.224,31.5216,299.050,-9999,-9999
2024-01-01,13:30,1.5624,0.190426,94.0333,35.3872,12.2424,15.0000,12.4751,28.0473,437.399,474.799,837.372,0.00000,65.6685,333.934,3.39868,8.71825,11.6487,0.344000,-9999,-9999,459.106,87.7712,301.812,30.4409,299.050,-9999,-9999
2024-01-01,14:00,1.5832,0.193104,105.500,35.0846,12.2424,15.0000,12.4745,28.0572,440.187,477.629,921.233,0.00000,65.1276,371.743,3.16602,8.59667,9.90137,0.344133,-9999,-9999,507.543,98.3572,301.819,30.9604,299.050,-9999,-9999
2024-01-01,14:30,1.6040,0.186831,138.333,35.3789,12.2420,15.0000,12.4741,27.9969,437.519,480.673,921.029,0.00000,62.9328,364.700,2.91622,8.41162,9.29132,0.344067,-9999,-9999,502.401,94.5476,302.097,32.1014,299.060,-9999,-9999
2024-01-01,15:00,1.6249,0.188975,131.333,35.3385,12.2423,15.0000,12.4749,27.9156,417.291,479.673,941.526,0.00000,62.5546,345.771,2.91217,8.42215,9.09772,0.344000,-9999,-9999,504.379,96.2262,302.170,31.8408,299.150,-9999,-9999
2024-01-01,15:30,1.6457,0.193985,115.500,35.3523,12.2423,15.0000,12.4743,27.7570,413.456,474.513,744.473,0.00000,61.7138,255.386,2.83050,8.21514,7.85032,0.344000,-9999,-9999,393.651,77.2087,302.067,31.3106,299.250,-9999,-9999
2024-01-01,16:00,1.6665,0.207516,120.567,35.0378,12.2426,15.0000,12.4751,27.8844,414.247,473.652,704.181,0.00000,62.9584,238.307,2.58730,7.93304,6.07095,0.344000,-9999,-9999,375.920,78.2077,301.999,30.9843,299.350,-9999,-9999
2024-01-01,16:30,1.6873,0.194678,102.833,34.9279,12.2422,15.0000,12.4743,27.0219,423.437,469.997,436.265,0.00000,66.4160,140.509,2.15692,7.53321,4.79032,0.343933,-9999,-9999,233.469,46.3995,301.798,30.5718,299.350,-9999,-9999
2024-01-01,17:00,1.7082,0.195256,119.100,34.2076,12.2421,15.0000,12.4749,26.3907,427.083,462.034,199.925,0.00000,69.6126,49.7133,1.82442,7.21882,4.07673,0.343333,-9999,-9999,105.093,20.4279,301.222,28.9002,299.350,-9999,-9999
2024-01-01,17:30,1.7290,0.194183,104.300,33.3008,12.2422,15.0000,12.4747,26.0689,428.138,455.916,78.0889,0.00000,70.5712,4.77485,1.56879,6.71894,2.84052,0.342533,-9999,-9999,40.3829,7.83014,300.700,27.7238,299.350,-9999,-9999
2024-01-01,18:00,1.7498,-0.798050E-03,150.200,32.3508,12.2426,15.0000,12.4747,25.9530,420.060,447.867,25.4259,0.00000,72.8534,-19.0608,1.23252,5.94281,1.13742,0.342067,-9999,-9999,10.7547,2.00826,300.053,26.6739,299.350,-9999,-9999
2024-01-01,18:30,1.7707,0.282782,127.933,31.4187,12.2422,15.0000,12.4739,25.8912,423.072,442.806,0.947414,0.00000,79.5245,-20.9035,0.764377,4.90351,-0.443861,0.342000,-9999,-9999,-1.52613,-0.356631,299.052,25.5899,299.340,-9999,-9999
2024-01-01,19:00,1.7915,-0.102934E-01,120.933,30.5591,12.2423,15.0000,12.4731,25.8662,413.059,438.235,0.659503E-02,0.00000,83.0070,-27.0899,0.317824,3.78132,-1.57783,0.342033,-9999,-9999,-1.92929,-0.150729E-01,298.387,24.7358,299.350,-9999,-9999
2024-01-01,19:30,1.8123,-0.251306,103.533,29.7997,12.2421,15.0000,12.4722,25.8497,416.105,436.910,0.456558E-02,0.00000,85.9962,-22.2129,-0.121614,2.67520,-2.84758,0.342000,-9999,-9999,-1.19990,0.207780,297.733,24.0960,299.310,-9999,-9999
2024-01-01,20:00,1.8332,-0.324246,94.0333,29.1961,12.2421,15.0000,12.4717,25.8365,421.776,436.612,0.385091E-02,0.00000,88.2551,-15.8648,-0.625290,1.70801,-3.87139,0.342167,-9999,-9999,-0.685999,0.343680,297.360,23.7297,299.300,-9999,-9999
2024-01-01,20:30,1.8540,9.12690,120.033,28.9492,12.2418,15.0000,12.4699,25.8226,434.769,439.643,0.335425E-02,0.00000,90.1475,-5.14307,-1.10842,1.00993,-4.47109,0.342100,-9999,-9999,0.997334E-01,0.368870,297.381,23.7840,299.180,-9999,-9999
2024-01-01,21:00,1.8748,1.14477,113.367,28.9222,12.2421,15.0000,12.4685,25.8108,432.096,439.678,0.312894E-02,0.00000,88.0487,-8.08528,-1.42695,0.714403,-4.53197,0.342033,-9999,-9999,-0.629575E-01,0.440645,297.567,23.9669,299.050,-9999,-9999
2024-01-01,21:30,1.8956,-0.253102,119.833,28.9170,12.2420,15.0000,12.4673,25.7991,435.443,440.208,0.282346E-02,0.00000,87.3556,-5.48697,-1.53166,0.508965,-4.46317,0.342033,-9999,-9999,-0.271283,0.450222,297.682,24.0476,299.050,-9999,-9999
2024-01-01,22:00,1.9165,1.09450,144.033,28.9195,12.2422,15.0000,12.4671,25.7864,434.904,440.576,0.264337E-02,0.00000,86.8639,-6.00492,-1.56742,0.362250,-4.41885,0.342200,-9999,-9999,0.941971E-01,0.426785,297.808,24.1523,299.050,-9999,-9999
2024-01-01,22:30,1.9373,-1.31164,95.0667,28.9476,12.2420,15.0000,12.4669,25.7752,421.078,438.214,0.245462E-02,0.00000,82.0734,-18.3333,-1.58564,0.255041,-4.43891,0.342233,-9999,-9999,-0.717656,0.479560,298.214,24.3303,299.050,-9999,-9999
2024-01-01,23:00,1.9581,0.619203E-01,113.200,28.8404,12.2419,15.0000,12.4667,25.7632,431.314,438.210,0.242320E-02,0.00000,88.2607,-7.43981,-1.64754,-0.497350E-01,-4.91944,0.342333,-9999,-9999,-0.586512,-0.431745E-01,297.388,23.9518,299.050,-9999,-9999
2024-01-01,23:30,1.9790,0.731090,123.067,28.7526,12.2115,15.0000,12.4667,25.7206,437.375,442.953,0.230865E-02,0.00000,87.7091,-6.05002,-1.79747,-0.329854,-5.14591,0.342600,-9999,-9999,-1.23574,-0.763343,297.622,26.3900,299.050,-9999,-9999
2024-01-02,00:00,2.0000,0.855518,109.833,28.7979,12.2105,15.0000,12.4649,25.7048,440.467,445.153,0.215240E-02,0.00000,87.4885,-5.07416,-1.88300,-0.420146,-5.09181,0.343067,-9999,-9999,-2.72501,-2.33674,297.628,27.6618,299.050,-9999,-9999
2024-01-02,00:30,2.0208,0.653821,123.000,28.7656,12.2408,15.0000,12.4650,25.7181,431.359,440.602,0.223960E-02,0.00000,88.3947,-9.95164,-1.88895,-0.437477,-4.92322,0.342733,-9999,-9999,-2.32208,-1.61290,297.470,25.2647,299.050,-9999,-9999
2024-01-02,01:00,2.0416,0.834029,130.067,28.5630,12.2416,15.0000,12.4662,25.7051,421.837,436.402,0.248116E-02,0.00000,89.2279,-15.7469,-1.87404,-0.518201,-4.94449,0.342933,-9999,-9999,-1.25939,-0.766453E-01,297.220,23.7853,299.050,-9999,-9999
2024-01-02,01:30,2.0624,1.04515,123.233,28.3604,12.2419,15.0000,12.4657,25.6906,424.489,435.991,0.236525E-02,0.00000,86.7048,-12.3954,-1.93765,-0.742733,-5.38912,0.342933,-9999,-9999,-0.679544,0.213803,297.350,23.7406,299.050,-9999,-9999
2024-01-02,02:00,2.0833,-0.144099,113.733,28.2354,12.2416,15.0000,12.4649,25.6720,424.860,435.730,0.255617E-02,0.00000,87.0445,-11.7031,-2.07440,-0.965680,-5.79849,0.343067,-9999,-9999,-0.431827,0.400946,297.184,23.5506,299.050,-9999,-9999
2024-01-02,02:30,2.1041,0.744145E-02,148.033,28.1302,12.2418,15.0000,12.4650,25.6557,416.081,433.910,0.276036E-02,0.00000,89.9163,-19.3068,-2.22264,-1.19818,-6.09801,0.343333,-9999,-9999,-1.49676,-0.197066E-01,296.777,23.2825,299.050,-9999,-9999
2024-01-02,03:00,2.1249,-0.267402,125.800,27.8555,12.2416,15.0000,12.4645,25.6414,402.209,430.097,0.317010E-02,0.00000,90.9261,-30.0878,-2.37413,-1.50986,-6.43913,0.343800,-9999,-9999,-1.83846,0.361096,296.352,22.7082,299.050,-9999,-9999
2024-01-02,03:30,2.1458,-0.418925,127.167,27.3927,12.2418,15.0000,12.4637,25.6250,397.134,426.879,0.348803E-02,0.00000,92.6237,-32.0891,-2.61547,-2.06625,-7.24223,0.343867,-9999,-9999,-1.70285,0.640412,295.742,22.0157,299.050,-9999,-9999
2024-01-02,04:00,2.1666,-0.414138,133.733,26.8987,12.2417,15.0000,12.4645,25.6065,389.805,423.232,0.348640E-02,0.00000,93.7577,-36.0237,-3.04948,-2.82100,-8.65700,0.343733,-9999,-9999,-1.89658,0.700557,295.264,21.4733,299.050,-9999,-9999
2024-01-02,04:30,2.1874,-0.322407,137.167,26.3039,12.2417,15.0000,12.4643,25.5895,379.124,419.815,0.345716E-02,0.00000,96.3470,-43.6363,-3.65185,-3.68077,-10.0289,0.343867,-9999,-9999,-2.25997,0.685949,294.616,20.9143,299.050,-9999,-9999
2024-01-02,05:00,2.2082,-0.320304,103.500,25.7023,12.2418,15.0000,12.4637,25.5703,376.290,417.264,0.346664E-02,0.00000,97.6507,-43.5784,-4.37828,-4.57994,-11.2727,0.343933,-9999,-9999,-1.97984,0.625118,294.049,20.4002,299.050,-9999,-9999
2024-01-02,05:30,2.2291,-0.385395,117.267,25.1740,12.2415,15.0000,12.4635,25.5558,374.058,414.949,0.404861E-02,0.00000,97.5479,-43.6882,-5.23713,-5.43848,-12.6468,0.343800,-9999,-9999,-2.05185,0.745325,293.608,19.9034,299.050,-9999,-9999
2024-01-02,06:00,2.2499,-0.924501,111.767,24.7461,12.2417,15.0000,12.4626,25.5419,373.879,413.736,0.995754,0.00000,95.7487,-42.7170,-6.10569,-6.31570,-13.9019,0.343733,-9999,-9999,-1.50465,1.35489,293.592,19.6316,298.900,-9999,-9999
2024-01-02,06:30,2.2707,0.967016,114.767,24.5029,12.2416,15.0000,12.4610,25.5539,373.960,414.619,28.8875,0.00000,92.6225,-32.7069,-6.91524,-7.04318,-15.0192,0.343533,-9999,-9999,12.8765,4.92385,293.827,19.6547,298.750,-9999,-9999
2024-01-02,07:00,2.2916,0.248073,148.767,24.7310,12.2417,15.0000,12.4603,25.7008,374.940,420.917,110.144,0.00000,91.5439,-4.22742,-7.60479,-7.45690,-15.4303,0.343033,-9999,-9999,55.2707,13.5213,294.417,20.3559,298.750,-9999,-9999
2024-01-02,07:30,2.3124,0.228144,95.0333,25.6086,12.2417,15.0000,12.4592,26.2139,377.463,430.684,272.594,0.00000,91.5698,53.8206,-7.97172,-7.20833,-14.5497,0.342600,-9999,-9999,139.552,32.5113,295.505,22.0213,298.750,-9999,-9999
2024-01-02,08:00,2.3332,0.224934,132.367,28.3362,12.2418,15.0000,12.4572,27.0726,385.814,445.143,537.152,0.00000,80.3929,158.339,-7.74864,-6.30971,-12.0068,0.343000,-9999,-9999,280.565,62.8965,298.104,26.0129,298.750,-9999,-9999
2024-01-02,08:30,2.3541,0.214477,108.867,31.6435,12.2422,15.0000,12.4564,28.0801,390.846,458.066,798.669,0.00000,76.8477,260.180,-6.84708,-4.89382,-8.08416,0.342433,-9999,-9999,416.663,89.2636,299.144,29.0534,298.750,-9999,-9999
2024-01-02,09:00,2.3749,0.201111,108.133,34.4130,12.2420,15.0000,12.4580,28.3193,396.374,467.057,967.973,0.00000,68.4815,334.330,-5.41780,-3.20221,-3.25099,0.342033,-9999,-9999,506.838,101.824,300.078,30.8576,298.750,-9999,-9999
2024-01-02,09:30,2.3957,0.191770,136.100,35.9792,12.2420,15.0000,12.4608,28.1898,406.234,475.642,1115.15,0.00000,67.3631,409.164,-3.70349,-1.56475,1.97762,0.340933,-9999,-9999,592.682,114.109,300.892,32.1710,298.750,-9999,-9999
2024-01-02,10:00,2.4165,0.186918,144.900,36.8703,12.2416,15.0000,12.4642,28.0745,413.819,483.059,1224.45,0.00000,63.8217,467.229,-1.90497,0.953529E-01,7.37444,0.340933,-9999,-9999,661.084,124.614,302.136,32.7411,298.750,-9999,-9999
2024-01-02,10:30,2.4374,0.192801,135.467,36.4932,12.2420,15.0000,12.4669,28.0745,411.797,483.043,1381.82,0.00000,63.7270,521.774,-0.200254,1.83832,11.0826,0.341800,-9999,-9999,734.470,141.450,302.049,31.5868,298.750,-9999,-9999
2024-01-02,11:00,2.4582,0.182590,121.100,36.3885,12.2420,15.0000,12.4686,27.9991,416.412,485.106,1336.81,0.00000,63.3559,539.578,0.942281,3.39070,13.2758,0.342000,-9999,-9999,745.281,137.009,302.005,32.1418,298.980,-9999,-9999
2024-01-02,11:30,2.4790,0.183241,95.7667,36.3240,12.2422,15.0000,12.4693,27.6640,420.347,490.953,1621.37,0.00000,63.7000,648.213,1.89371,4.85707,14.8808,0.339900,-9999,-9999,880.315,164.594,302.393,32.2201,299.050,-9999,-9999
2024-01-02,12:00,2.4999,0.182020,113.033,36.6797,12.2415,15.0000,12.4706,26.0587,432.892,491.944,1543.13,0.00000,62.9310,625.569,2.74401,6.43853,16.5216,0.339000,-9999,-9999,837.358,157.298,302.542,32.6598,299.050,-9999,-9999
2024-01-02,12:30,2.5207,0.182199,125.000,37.0344,12.2418,15.0000,12.4711,25.9910,431.809,492.123,1497.88,0.00000,63.3967,613.321,3.63298,8.11843,17.4964,0.339500,-9999,-9999,824.922,152.912,302.533,32.7077,299.050,-9999,-9999
2024-01-02,13:00,2.5415,0.192062,124.567,36.7563,12.2418,15.0000,12.4722,26.0584,440.961,478.289,808.003,0.00000,64.8727,316.481,4.39246,9.53097,17.4129,0.337200,-9999,-9999,437.287,85.9099,302.008,31.3450,299.070,-9999,-9999
2024-01-02,13:30,2.5624,0.201429,106.700,36.2849,12.2418,15.0000,12.4737,26.1153,447.596,478.339,741.691,0.00000,64.5880,222.080,4.69141,10.0200,15.1511,0.337633,-9999,-9999,311.173,82.6380,302.181,31.4348,299.210,-9999,-9999
2024-01-02,14:00,2.5832,0.206021,117.800,35.6698,12.2420,15.0000,12.4745,26.1845,446.195,470.625,471.928,0.00000,66.8509,188.235,4.54080,9.90700,12.6532,0.337133,-9999,-9999,267.714,55.0494,301.643,30.1184,299.340,-9999,-9999
2024-01-02,14:30,2.6040,0.197821,81.5000,35.1945,12.2423,15.0000,12.4735,26.2229,442.162,473.313,587.116,0.00000,67.1099,231.322,4.10229,9.35915,10.0991,0.337933,-9999,-9999,327.438,64.9648,301.807,30.3096,299.350,-9999,-9999
2024-01-02,15:00,2.6249,0.194098,110.167,35.1578,12.2421,15.0000,12.4733,26.1994,441.615,472.096,510.395,0.00000,67.3269,196.052,3.67473,9.03448,8.91264,0.337800,-9999,-9999,281.321,54.7884,301.788,30.2043,299.350,-9999,-9999
2024-01-02,15:30,2.6457,0.190169,123.467,34.8755,12.2422,15.0000,12.4729,26.1994,431.568,473.952,634.111,0.00000,66.7945,234.012,3.43934,8.78798,7.91057,0.337500,-9999,-9999,343.036,66.6395,301.882,30.4649,299.350,-9999,-9999
2024-01-02,16:00,2.6665,0.198119,126.500,34.6310,12.2423,15.0000,12.4722,26.2201,434.444,470.509,446.691,0.00000,68.3040,157.729,3.16836,8.46805,6.81469,0.335100,-9999,-9999,242.640,48.8463,301.722,30.0344,299.350,-9999,-9999
2024-01-02,16:30,2.6873,0.194207,109.300,34.2396,12.2423,15.0000,12.4733,26.2606,435.348,465.470,254.292,0.00000,70.9897,79.6475,2.86717,7.99689,5.62109,0.335133,-9999,-9999,136.113,26.3438,301.368,29.1680,299.350,-9999,-9999
2024-01-02,17:00,2.7082,0.186066,106.433,33.6339,12.2426,15.0000,12.4723,26.3079,420.218,462.473,285.569,0.00000,71.7847,77.2411,2.55111,7.47246,4.39988,0.335067,-9999,-9999,146.831,27.3350,301.063,28.5039,299.350,-9999,-9999
2024-01-02,17:30,2.7290,0.188202,111.067,33.1151,12.2423,15.0000,12.4714,26.0696,436.915,459.127,117.629,0.00000,71.2967,28.0465,2.18655,6.89951,3.11271,0.335333,-9999,-9999,62.4294,12.1708,300.832,28.0430,299.350,-9999,-9999
2024-01-02,18:00,2.7498,1.33376,119.467,32.3190,12.2424,15.0000,12.4723,25.8646,434.087,451.109,20.1421,0.00000,74.4705,-9.77823,1.71958,6.10422,1.23818,0.335600,-9999,-9999,8.47114,1.22709,299.982,26.7537,299.350,-9999,-9999
2024-01-02,18:30,2.7707,0.409364,116.967,31.4531,12.2424,15.0000,12.4711,25.8272,427.766,444.713,1.09734,0.00000,79.9795,-17.8970,1.10687,5.07881,-0.519281,0.335733,-9999,-9999,-1.47317,-0.523349,299.079,25.6989,299.350,-9999,-9999
2024-01-02,19:00,2.7915,-0.268347,103.433,30.7477,12.2424,15.0000,12.4698,25.8148,427.169,442.856,0.666219E-02,0.00000,80.6407,-16.8244,0.605641,3.95506,-1.58542,0.335933,-9999,-9999,-0.867279,0.269931,298.784,25.1314,299.350,-9999,-9999
2024-01-02,19:30,2.8123,0.401683,109.533,30.2516,12.2422,15.0000,12.4694,25.8071,430.573,442.013,0.433106E-02,0.00000,82.2483,-12.2657,0.196672,2.94798,-2.46583,0.336300,-9999,-9999,-0.676443,0.149935,298.610,24.9370,299.350,-9999,-9999
2024-01-02,20:00,2.8332,-0.632975,117.833,29.9568,12.2423,15.0000,12.4675,25.7951,429.206,442.490,0.376534E-02,0.00000,81.4646,-14.1404,-0.176670,2.15605,-3.05561,0.336533,-9999,-9999,-0.353040,0.503396,298.784,24.9174,299.350,-9999,-9999
2024-01-02,20:30,2.8540,1.14174,125.867,29.8766,12.2421,15.0000,12.4671,25.7793,430.293,443.732,0.337077E-02,0.00000,80.9214,-14.4012,-0.484142,1.61771,-3.46756,0.336267,-9999,-9999,-0.619050,0.343095,298.991,25.1846,299.350,-9999,-9999
2024-01-02,21:00,2.8748,-0.142499,126.000,29.7823,12.2423,15.0000,12.4669,25.7638,426.023,442.620,0.300247E-02,0.00000,82.4140,-17.8693,-0.726691,1.25483,-3.97444,0.336633,-9999,-9999,-1.17614,0.956105E-01,298.779,25.1100,299.350,-9999,-9999
2024-01-02,21:30,2.8956,-0.334746,96.3333,29.6146,12.2421,15.0000,12.4669,25.7428,426.745,441.716,0.286219E-02,0.00000,83.0617,-16.1311,-0.961986,0.928434,-4.47887,0.336667,-9999,-9999,-0.969321,0.190569,298.660,24.9633,299.350,-9999,-9999
2024-01-02,22:00,2.9165,-0.788995E-01,121.167,29.4992,12.2418,15.0000,12.4662,25.7224,437.197,442.687,0.263904E-02,0.00000,87.8978,-5.89282,-1.16427,0.590821,-4.58550,0.336700,-9999,-9999,-0.574533,-0.172310,298.105,24.6643,299.350,-9999,-9999
2024-01-02,22:30,2.9373,0.522443E-01,146.233,29.4541,12.2422,15.0000,12.4653,25.6999,437.642,443.117,0.248387E-02,0.00000,85.5265,-5.88645,-1.28097,0.429185,-4.29528,0.336767,-9999,-9999,-0.154313,0.257113,298.364,24.7204,299.350,-9999,-9999
